City,YEAR,MONTH,Prescription_Qty,Population,Population_Thousands,Presc_per_thous
SHEFFIELD,2024,2,21,500535,500.535,0.04195510803440319
SHEFFIELD,2024,3,20,500535,500.535,0.03995724574705065
SHEFFIELD,2024,4,18,500535,500.535,0.035961521172345585
SHEFFIELD,2024,5,15,500535,500.535,0.02996793431028799
SHEFFIELD,2024,6,17,500535,500.535,0.03396365888499306
SHEFFIELD,2024,7,24,500535,500.535,0.04794869489646079
SHEFFIELD,2024,8,6,500535,500.535,0.011987173724115197
SHEFFIELD,2024,9,25,500535,500.535,0.049946557183813314
SHEFFIELD,2024,10,26,500535,500.535,0.05194441947116585
SHEFFIELD,2024,11,22,500535,500.535,0.04395297032175572
SHEFFIELD,2024,12,18,500535,500.535,0.035961521172345585
SHEFFIELD,2025,1,13,500535,500.535,0.025972209735582924
SHEFFIELD,2025,2,18,500535,500.535,0.035961521172345585
SHEFFIELD,2025,3,17,500535,500.535,0.03396365888499306
SHEFFIELD,2025,4,6,500535,500.535,0.011987173724115197
SHEFFIELD,2025,5,11,500535,500.535,0.02197648516087786
SHEFFIELD,2025,6,12,500535,500.535,0.023974347448230394
SHEFFIELD,2025,7,20,500535,500.535,0.03995724574705065
SHEFFIELD,2025,8,12,500535,500.535,0.023974347448230394
SHEFFIELD,2025,9,13,500535,500.535,0.025972209735582924
SHEFFIELD,2025,10,11,500535,500.535,0.02197648516087786
SHEFFIELD,2025,11,20,500535,500.535,0.03995724574705065
SHEFFIELD,2025,12,20,500535,500.535,0.03995724574705065
SHREWSBURY,2024,1,41,76015,76.015,0.5393672301519437
SHREWSBURY,2024,2,40,76015,76.015,0.5262119318555548
SHREWSBURY,2024,3,55,76015,76.015,0.7235414063013879
SHREWSBURY,2024,4,46,76015,76.015,0.6051437216338881
SHREWSBURY,2024,5,47,76015,76.015,0.6182990199302769
SHREWSBURY,2024,6,50,76015,76.015,0.6577649148194435
SHREWSBURY,2024,7,39,76015,76.015,0.513056633559166
SHREWSBURY,2024,8,50,76015,76.015,0.6577649148194435
SHREWSBURY,2024,9,59,76015,76.015,0.7761625994869433
SHREWSBURY,2024,10,60,76015,76.015,0.7893178977833323
SHREWSBURY,2024,11,64,76015,76.015,0.8419390909688877
SHREWSBURY,2024,12,70,76015,76.015,0.9208708807472209
SHREWSBURY,2025,1,60,76015,76.015,0.7893178977833323
SHREWSBURY,2025,2,49,76015,76.015,0.6446096165230547
SHREWSBURY,2025,3,53,76015,76.015,0.6972308097086102
SHREWSBURY,2025,4,39,76015,76.015,0.513056633559166
SHREWSBURY,2025,5,26,76015,76.015,0.3420377557061106
SHREWSBURY,2025,6,42,76015,76.015,0.5525225284483326
SHREWSBURY,2025,7,25,76015,76.015,0.3288824574097218
SHREWSBURY,2025,8,23,76015,76.015,0.30257186081694404
SHREWSBURY,2025,9,25,76015,76.015,0.3288824574097218
SHREWSBURY,2025,10,35,76015,76.015,0.46043544037361045
SHREWSBURY,2025,11,54,76015,76.015,0.710386108004999
SHREWSBURY,2025,12,68,76015,76.015,0.8945602841544432
SMETHWICK,2024,1,57,56340,56.34,1.0117145899893503
SMETHWICK,2024,2,61,56340,56.34,1.0827121050763222
SMETHWICK,2024,3,62,56340,56.34,1.1004614838480653
SMETHWICK,2024,4,70,56340,56.34,1.2424565140220092
SMETHWICK,2024,5,69,56340,56.34,1.224707135250266
SMETHWICK,2024,6,68,56340,56.34,1.2069577564785232
SMETHWICK,2024,7,60,56340,56.34,1.0649627263045793
SMETHWICK,2024,8,57,56340,56.34,1.0117145899893503
SMETHWICK,2024,9,75,56340,56.34,1.331203407880724
SMETHWICK,2024,10,107,56340,56.34,1.8991835285764997
SMETHWICK,2024,11,82,56340,56.34,1.455449059282925
SMETHWICK,2024,12,78,56340,56.34,1.384451544195953
SMETHWICK,2025,1,93,56340,56.34,1.650692225772098
SMETHWICK,2025,2,79,56340,56.34,1.402200922967696
SMETHWICK,2025,3,85,56340,56.34,1.508697195598154
SMETHWICK,2025,4,87,56340,56.34,1.54419595314164
SMETHWICK,2025,5,62,56340,56.34,1.1004614838480653
SMETHWICK,2025,6,79,56340,56.34,1.402200922967696
SMETHWICK,2025,7,66,56340,56.34,1.1714589989350372
SMETHWICK,2025,8,62,56340,56.34,1.1004614838480653
SMETHWICK,2025,9,51,56340,56.34,0.9052183173588924
SMETHWICK,2025,10,66,56340,56.34,1.1714589989350372
SMETHWICK,2025,11,55,56340,56.34,0.9762158324458643
SMETHWICK,2025,12,65,56340,56.34,1.1537096201632941
SOUTHAMPTON,2024,1,28,249620,249.62,0.11217049915872125
SOUTHAMPTON,2024,2,30,249620,249.62,0.12018267767005848
SOUTHAMPTON,2024,3,31,249620,249.62,0.1241887669257271
SOUTHAMPTON,2024,4,26,249620,249.62,0.10415832064738402
SOUTHAMPTON,2024,5,12,249620,249.62,0.048073071068023394
SOUTHAMPTON,2024,6,24,249620,249.62,0.09614614213604679
SOUTHAMPTON,2024,7,20,249620,249.62,0.08012178511337233
SOUTHAMPTON,2024,8,15,249620,249.62,0.06009133883502924
SOUTHAMPTON,2024,9,16,249620,249.62,0.06409742809069786
SOUTHAMPTON,2024,10,40,249620,249.62,0.16024357022674465
SOUTHAMPTON,2024,11,22,249620,249.62,0.08813396362470956
SOUTHAMPTON,2024,12,14,249620,249.62,0.056085249579360626
SOUTHAMPTON,2025,1,30,249620,249.62,0.12018267767005848
SOUTHAMPTON,2025,2,15,249620,249.62,0.06009133883502924
SOUTHAMPTON,2025,3,26,249620,249.62,0.10415832064738402
SOUTHAMPTON,2025,4,26,249620,249.62,0.10415832064738402
SOUTHAMPTON,2025,5,21,249620,249.62,0.08412787436904094
SOUTHAMPTON,2025,6,14,249620,249.62,0.056085249579360626
SOUTHAMPTON,2025,7,19,249620,249.62,0.07611569585770371
SOUTHAMPTON,2025,8,18,249620,249.62,0.0721096066020351
SOUTHAMPTON,2025,9,18,249620,249.62,0.0721096066020351
SOUTHAMPTON,2025,10,17,249620,249.62,0.06810351734636648
SOUTHAMPTON,2025,11,26,249620,249.62,0.10415832064738402
SOUTHAMPTON,2025,12,25,249620,249.62,0.1001522313917154
ST. IVES,2024,9,1,16820,16.82,0.059453032104637336
ST. LEONARDS-ON-SEA,2024,1,28,6972,6.972,4.016064257028113
ST. LEONARDS-ON-SEA,2024,2,31,6972,6.972,4.44635685599541
ST. LEONARDS-ON-SEA,2024,3,25,6972,6.972,3.5857716580608145
ST. LEONARDS-ON-SEA,2024,4,41,6972,6.972,5.880665519219736
ST. LEONARDS-ON-SEA,2024,5,34,6972,6.972,4.876649454962708
ST. LEONARDS-ON-SEA,2024,6,30,6972,6.972,4.3029259896729775
ST. LEONARDS-ON-SEA,2024,7,26,6972,6.972,3.729202524383247
ST. LEONARDS-ON-SEA,2024,8,24,6972,6.972,3.4423407917383817
ST. LEONARDS-ON-SEA,2024,9,16,6972,6.972,2.294893861158921
ST. LEONARDS-ON-SEA,2024,10,27,6972,6.972,3.87263339070568
ST. LEONARDS-ON-SEA,2024,11,32,6972,6.972,4.589787722317842
ST. LEONARDS-ON-SEA,2024,12,31,6972,6.972,4.44635685599541
ST. LEONARDS-ON-SEA,2025,1,34,6972,6.972,4.876649454962708
ST. LEONARDS-ON-SEA,2025,2,12,6972,6.972,1.7211703958691909
ST. LEONARDS-ON-SEA,2025,3,15,6972,6.972,2.1514629948364887
ST. LEONARDS-ON-SEA,2025,4,17,6972,6.972,2.438324727481354
ST. LEONARDS-ON-SEA,2025,5,19,6972,6.972,2.725186460126219
ST. LEONARDS-ON-SEA,2025,6,13,6972,6.972,1.8646012621916235
ST. LEONARDS-ON-SEA,2025,7,22,6972,6.972,3.155479059093517
ST. LEONARDS-ON-SEA,2025,8,11,6972,6.972,1.5777395295467584
ST. LEONARDS-ON-SEA,2025,9,26,6972,6.972,3.729202524383247
ST. LEONARDS-ON-SEA,2025,10,16,6972,6.972,2.294893861158921
ST. LEONARDS-ON-SEA,2025,11,15,6972,6.972,2.1514629948364887
ST. LEONARDS-ON-SEA,2025,12,27,6972,6.972,3.87263339070568
STAFFORD,2024,1,5,71690,71.69,0.06974473427256242
STAFFORD,2024,2,7,71690,71.69,0.09764262798158739
STAFFORD,2024,3,2,71690,71.69,0.02789789370902497
STAFFORD,2024,4,3,71690,71.69,0.041846840563537456
STAFFORD,2024,5,4,71690,71.69,0.05579578741804994
STAFFORD,2024,6,6,71690,71.69,0.08369368112707491
STAFFORD,2024,7,12,71690,71.69,0.16738736225414982
STAFFORD,2024,8,23,71690,71.69,0.32082577765378717
STAFFORD,2024,9,38,71690,71.69,0.5300599804714744
STAFFORD,2024,10,33,71690,71.69,0.460315246198912
STAFFORD,2024,11,47,71690,71.69,0.6556005021620868
STAFFORD,2024,12,48,71690,71.69,0.6695494490165993
STAFFORD,2025,1,15,71690,71.69,0.20923420281768726
STAFFORD,2025,2,29,71690,71.69,0.40451945878086204
STAFFORD,2025,3,24,71690,71.69,0.33477472450829965
STAFFORD,2025,4,18,71690,71.69,0.2510810433812247
STAFFORD,2025,5,13,71690,71.69,0.1813363091086623
STAFFORD,2025,6,12,71690,71.69,0.16738736225414982
STAFFORD,2025,7,11,71690,71.69,0.15343841539963735
STAFFORD,2025,8,4,71690,71.69,0.05579578741804994
STAFFORD,2025,9,13,71690,71.69,0.1813363091086623
STAFFORD,2025,10,12,71690,71.69,0.16738736225414982
STAFFORD,2025,11,6,71690,71.69,0.08369368112707491
STAFFORD,2025,12,21,71690,71.69,0.29292788394476216
STEVENAGE,2024,1,3,94470,94.47,0.031756113051762465
STEVENAGE,2024,2,3,94470,94.47,0.031756113051762465
STEVENAGE,2024,3,2,94470,94.47,0.02117074203450831
STEVENAGE,2024,4,2,94470,94.47,0.02117074203450831
STEVENAGE,2024,5,13,94470,94.47,0.137609823224304
STEVENAGE,2024,6,38,94470,94.47,0.4022440986556579
STEVENAGE,2024,7,31,94470,94.47,0.3281465015348788
STEVENAGE,2024,8,21,94470,94.47,0.22229279136233726
STEVENAGE,2024,9,30,94470,94.47,0.31756113051762463
STEVENAGE,2024,10,43,94470,94.47,0.4551709537419287
STEVENAGE,2024,11,59,94470,94.47,0.6245368900179952
STEVENAGE,2024,12,44,94470,94.47,0.4657563247591828
STEVENAGE,2025,1,23,94470,94.47,0.24346353339684557
STEVENAGE,2025,2,36,94470,94.47,0.38107335662114955
STEVENAGE,2025,3,37,94470,94.47,0.3916587276384037
STEVENAGE,2025,4,54,94470,94.47,0.5716100349317244
STEVENAGE,2025,5,29,94470,94.47,0.3069757595003705
STEVENAGE,2025,6,19,94470,94.47,0.20112204932782896
STEVENAGE,2025,7,27,94470,94.47,0.2858050174658622
STEVENAGE,2025,8,26,94470,94.47,0.275219646448608
STEVENAGE,2025,9,26,94470,94.47,0.275219646448608
STEVENAGE,2025,10,31,94470,94.47,0.3281465015348788
STEVENAGE,2025,11,43,94470,94.47,0.4551709537419287
STEVENAGE,2025,12,67,94470,94.47,0.7092198581560284
STOCKPORT,2024,1,11,117935,117.935,0.09327171747148853
STOCKPORT,2024,2,6,117935,117.935,0.050875482257175565
STOCKPORT,2024,3,7,117935,117.935,0.059354729300038156
STOCKPORT,2024,4,9,117935,117.935,0.07631322338576334
STOCKPORT,2024,5,4,117935,117.935,0.03391698817145038
STOCKPORT,2024,6,4,117935,117.935,0.03391698817145038
STOCKPORT,2024,7,3,117935,117.935,0.025437741128587783
STOCKPORT,2024,8,1,117935,117.935,0.008479247042862594
STOCKPORT,2024,9,3,117935,117.935,0.025437741128587783
STOCKPORT,2024,10,6,117935,117.935,0.050875482257175565
STOCKPORT,2024,11,8,117935,117.935,0.06783397634290075
STOCKPORT,2024,12,5,117935,117.935,0.04239623521431297
STOCKPORT,2025,1,6,117935,117.935,0.050875482257175565
STOCKPORT,2025,2,2,117935,117.935,0.01695849408572519
STOCKPORT,2025,3,8,117935,117.935,0.06783397634290075
STOCKPORT,2025,4,3,117935,117.935,0.025437741128587783
STOCKPORT,2025,5,6,117935,117.935,0.050875482257175565
STOCKPORT,2025,6,3,117935,117.935,0.025437741128587783
STOCKPORT,2025,7,1,117935,117.935,0.008479247042862594
STOCKPORT,2025,8,2,117935,117.935,0.01695849408572519
STOCKPORT,2025,9,6,117935,117.935,0.050875482257175565
STOCKPORT,2025,10,4,117935,117.935,0.03391698817145038
STOCKPORT,2025,11,2,117935,117.935,0.01695849408572519
STOCKPORT,2025,12,4,117935,117.935,0.03391698817145038
STOKE-ON-TRENT,2024,1,47,260560,260.56,0.1803807184525637
STOKE-ON-TRENT,2024,2,43,260560,260.56,0.16502916794596253
STOKE-ON-TRENT,2024,3,49,260560,260.56,0.1880564937058643
STOKE-ON-TRENT,2024,4,41,260560,260.56,0.15735339269266196
STOKE-ON-TRENT,2024,5,31,260560,260.56,0.11897451642615904
STOKE-ON-TRENT,2024,6,31,260560,260.56,0.11897451642615904
STOKE-ON-TRENT,2024,7,22,260560,260.56,0.08443352778630642
STOKE-ON-TRENT,2024,8,19,260560,260.56,0.07291986490635555
STOKE-ON-TRENT,2024,9,26,260560,260.56,0.09978507829290759
STOKE-ON-TRENT,2024,10,39,260560,260.56,0.14967761743936137
STOKE-ON-TRENT,2024,11,32,260560,260.56,0.12281240405280933
STOKE-ON-TRENT,2024,12,40,260560,260.56,0.15351550506601166
STOKE-ON-TRENT,2025,1,39,260560,260.56,0.14967761743936137
STOKE-ON-TRENT,2025,2,33,260560,260.56,0.12665029167945963
STOKE-ON-TRENT,2025,3,27,260560,260.56,0.10362296591955787
STOKE-ON-TRENT,2025,4,40,260560,260.56,0.15351550506601166
STOKE-ON-TRENT,2025,5,23,260560,260.56,0.0882714154129567
STOKE-ON-TRENT,2025,6,25,260560,260.56,0.09594719066625729
STOKE-ON-TRENT,2025,7,16,260560,260.56,0.06140620202640466
STOKE-ON-TRENT,2025,8,10,260560,260.56,0.038378876266502916
STOKE-ON-TRENT,2025,9,11,260560,260.56,0.04221676389315321
STOKE-ON-TRENT,2025,10,23,260560,260.56,0.0882714154129567
STOKE-ON-TRENT,2025,11,29,260560,260.56,0.11129874117285846
STOKE-ON-TRENT,2025,12,30,260560,260.56,0.11513662879950876
SUNDERLAND,2024,1,8,168315,168.315,0.047529929002168556
SUNDERLAND,2024,2,4,168315,168.315,0.023764964501084278
SUNDERLAND,2024,3,9,168315,168.315,0.05347117012743962
SUNDERLAND,2024,4,4,168315,168.315,0.023764964501084278
SUNDERLAND,2024,5,12,168315,168.315,0.07129489350325283
SUNDERLAND,2024,6,8,168315,168.315,0.047529929002168556
SUNDERLAND,2024,7,7,168315,168.315,0.041588687876897484
SUNDERLAND,2024,8,5,168315,168.315,0.029706205626355345
SUNDERLAND,2024,9,5,168315,168.315,0.029706205626355345
SUNDERLAND,2024,10,9,168315,168.315,0.05347117012743962
SUNDERLAND,2024,11,4,168315,168.315,0.023764964501084278
SUNDERLAND,2024,12,10,168315,168.315,0.05941241125271069
SUNDERLAND,2025,1,2,168315,168.315,0.011882482250542139
SUNDERLAND,2025,2,9,168315,168.315,0.05347117012743962
SUNDERLAND,2025,3,5,168315,168.315,0.029706205626355345
SUNDERLAND,2025,4,2,168315,168.315,0.011882482250542139
SUNDERLAND,2025,5,10,168315,168.315,0.05941241125271069
SUNDERLAND,2025,6,10,168315,168.315,0.05941241125271069
SUNDERLAND,2025,7,7,168315,168.315,0.041588687876897484
SUNDERLAND,2025,8,6,168315,168.315,0.03564744675162641
SUNDERLAND,2025,9,6,168315,168.315,0.03564744675162641
SUNDERLAND,2025,10,3,168315,168.315,0.017823723375813207
SUNDERLAND,2025,11,13,168315,168.315,0.0772361346285239
SUNDERLAND,2025,12,6,168315,168.315,0.03564744675162641
SUTTON-IN-ASHFIELD,2024,1,96,36404,36.404,2.637072849137457
SUTTON-IN-ASHFIELD,2024,2,83,36404,36.404,2.279969234150093
SUTTON-IN-ASHFIELD,2024,3,103,36404,36.404,2.82935941105373
SUTTON-IN-ASHFIELD,2024,4,76,36404,36.404,2.08768267223382
SUTTON-IN-ASHFIELD,2024,5,84,36404,36.404,2.307438742995275
SUTTON-IN-ASHFIELD,2024,6,77,36404,36.404,2.115152181079002
SUTTON-IN-ASHFIELD,2024,7,81,36404,36.404,2.2250302164597295
SUTTON-IN-ASHFIELD,2024,8,54,36404,36.404,1.4833534776398196
SUTTON-IN-ASHFIELD,2024,9,66,36404,36.404,1.8129875837820018
SUTTON-IN-ASHFIELD,2024,10,108,36404,36.404,2.9667069552796392
SUTTON-IN-ASHFIELD,2024,11,134,36404,36.404,3.6809141852543674
SUTTON-IN-ASHFIELD,2024,12,124,36404,36.404,3.4062190968025488
SUTTON-IN-ASHFIELD,2025,1,96,36404,36.404,2.637072849137457
SUTTON-IN-ASHFIELD,2025,2,80,36404,36.404,2.1975607076145476
SUTTON-IN-ASHFIELD,2025,3,118,36404,36.404,3.241402043731458
SUTTON-IN-ASHFIELD,2025,4,62,36404,36.404,1.7031095484012744
SUTTON-IN-ASHFIELD,2025,5,95,36404,36.404,2.609603340292275
SUTTON-IN-ASHFIELD,2025,6,80,36404,36.404,2.1975607076145476
SUTTON-IN-ASHFIELD,2025,7,65,36404,36.404,1.78551807493682
SUTTON-IN-ASHFIELD,2025,8,45,36404,36.404,1.2361278980331831
SUTTON-IN-ASHFIELD,2025,9,70,36404,36.404,1.9228656191627291
SUTTON-IN-ASHFIELD,2025,10,88,36404,36.404,2.4173167783760023
SUTTON-IN-ASHFIELD,2025,11,81,36404,36.404,2.2250302164597295
SUTTON-IN-ASHFIELD,2025,12,94,36404,36.404,2.5821338314470936
SWINDON,2024,1,12,235657,235.657,0.050921466368493186
SWINDON,2024,2,9,235657,235.657,0.03819109977636989
SWINDON,2024,3,9,235657,235.657,0.03819109977636989
SWINDON,2024,4,10,235657,235.657,0.04243455530707766
SWINDON,2024,5,8,235657,235.657,0.03394764424566213
SWINDON,2024,6,6,235657,235.657,0.025460733184246593
SWINDON,2024,7,5,235657,235.657,0.02121727765353883
SWINDON,2024,8,7,235657,235.657,0.02970418871495436
SWINDON,2024,9,6,235657,235.657,0.025460733184246593
SWINDON,2024,10,6,235657,235.657,0.025460733184246593
SWINDON,2024,11,6,235657,235.657,0.025460733184246593
SWINDON,2024,12,4,235657,235.657,0.016973822122831064
SWINDON,2025,1,3,235657,235.657,0.012730366592123296
SWINDON,2025,2,7,235657,235.657,0.02970418871495436
SWINDON,2025,3,1,235657,235.657,0.004243455530707766
SWINDON,2025,4,6,235657,235.657,0.025460733184246593
SWINDON,2025,5,6,235657,235.657,0.025460733184246593
SWINDON,2025,6,3,235657,235.657,0.012730366592123296
SWINDON,2025,7,3,235657,235.657,0.012730366592123296
SWINDON,2025,8,1,235657,235.657,0.004243455530707766
SWINDON,2025,9,2,235657,235.657,0.008486911061415532
SWINDON,2025,10,4,235657,235.657,0.016973822122831064
SWINDON,2025,11,2,235657,235.657,0.008486911061415532
SWINDON,2025,12,6,235657,235.657,0.025460733184246593
TAUNTON,2024,1,14,61665,61.665,0.22703316305846105
TAUNTON,2024,2,13,61665,61.665,0.21081650855428524
TAUNTON,2024,3,17,61665,61.665,0.2756831265709884
TAUNTON,2024,4,15,61665,61.665,0.24324981756263683
TAUNTON,2024,5,16,61665,61.665,0.2594664720668126
TAUNTON,2024,6,12,61665,61.665,0.19459985405010946
TAUNTON,2024,7,13,61665,61.665,0.21081650855428524
TAUNTON,2024,8,12,61665,61.665,0.19459985405010946
TAUNTON,2024,9,16,61665,61.665,0.2594664720668126
TAUNTON,2024,10,14,61665,61.665,0.22703316305846105
TAUNTON,2024,11,18,61665,61.665,0.2918997810751642
TAUNTON,2024,12,23,61665,61.665,0.37298305359604317
TAUNTON,2025,1,34,61665,61.665,0.5513662531419768
TAUNTON,2025,2,34,61665,61.665,0.5513662531419768
TAUNTON,2025,3,24,61665,61.665,0.3891997081002189
TAUNTON,2025,4,33,61665,61.665,0.535149598637801
TAUNTON,2025,5,27,61665,61.665,0.4378496716127463
TAUNTON,2025,6,16,61665,61.665,0.2594664720668126
TAUNTON,2025,7,16,61665,61.665,0.2594664720668126
TAUNTON,2025,8,29,61665,61.665,0.47028298062109786
TAUNTON,2025,9,14,61665,61.665,0.22703316305846105
TAUNTON,2025,10,19,61665,61.665,0.30811643557934
TAUNTON,2025,11,30,61665,61.665,0.48649963512527367
TAUNTON,2025,12,26,61665,61.665,0.4216330171085705
TORQUAY,2024,1,1,52035,52.035,0.019217834150091286
TORQUAY,2024,2,2,52035,52.035,0.03843566830018257
TORQUAY,2024,3,1,52035,52.035,0.019217834150091286
TORQUAY,2024,4,1,52035,52.035,0.019217834150091286
TORQUAY,2024,5,2,52035,52.035,0.03843566830018257
TORQUAY,2024,6,2,52035,52.035,0.03843566830018257
TORQUAY,2024,7,1,52035,52.035,0.019217834150091286
TORQUAY,2024,8,2,52035,52.035,0.03843566830018257
TORQUAY,2024,10,2,52035,52.035,0.03843566830018257
TORQUAY,2024,11,1,52035,52.035,0.019217834150091286
TORQUAY,2024,12,3,52035,52.035,0.057653502450273855
TORQUAY,2025,1,4,52035,52.035,0.07687133660036514
TORQUAY,2025,2,1,52035,52.035,0.019217834150091286
TORQUAY,2025,5,2,52035,52.035,0.03843566830018257
TORQUAY,2025,7,3,52035,52.035,0.057653502450273855
TORQUAY,2025,9,2,52035,52.035,0.03843566830018257
TORQUAY,2025,10,2,52035,52.035,0.03843566830018257
TORQUAY,2025,11,1,52035,52.035,0.019217834150091286
TORQUAY,2025,12,1,52035,52.035,0.019217834150091286
TRURO,2024,1,4,23060,23.06,0.17346053772766695
TRURO,2024,2,1,23060,23.06,0.04336513443191674
TRURO,2024,3,1,23060,23.06,0.04336513443191674
TRURO,2024,5,2,23060,23.06,0.08673026886383348
TRURO,2024,6,2,23060,23.06,0.08673026886383348
TRURO,2024,7,1,23060,23.06,0.04336513443191674
TRURO,2024,8,1,23060,23.06,0.04336513443191674
TRURO,2024,10,3,23060,23.06,0.13009540329575023
TRURO,2024,11,2,23060,23.06,0.08673026886383348
TRURO,2024,12,4,23060,23.06,0.17346053772766695
TRURO,2025,4,1,23060,23.06,0.04336513443191674
TRURO,2025,5,5,23060,23.06,0.2168256721595837
TRURO,2025,6,3,23060,23.06,0.13009540329575023
TRURO,2025,7,1,23060,23.06,0.04336513443191674
TRURO,2025,9,1,23060,23.06,0.04336513443191674
TRURO,2025,10,1,23060,23.06,0.04336513443191674
WAKEFIELD,2024,1,2,97870,97.87,0.020435271278226218
WAKEFIELD,2024,2,5,97870,97.87,0.05108817819556554
WAKEFIELD,2024,3,3,97870,97.87,0.030652906917339327
WAKEFIELD,2024,4,1,97870,97.87,0.010217635639113109
WAKEFIELD,2024,5,5,97870,97.87,0.05108817819556554
WAKEFIELD,2024,6,3,97870,97.87,0.030652906917339327
WAKEFIELD,2024,7,1,97870,97.87,0.010217635639113109
WAKEFIELD,2024,8,3,97870,97.87,0.030652906917339327
WAKEFIELD,2024,9,1,97870,97.87,0.010217635639113109
WAKEFIELD,2024,10,4,97870,97.87,0.040870542556452436
WAKEFIELD,2024,11,2,97870,97.87,0.020435271278226218
WAKEFIELD,2024,12,2,97870,97.87,0.020435271278226218
WAKEFIELD,2025,4,4,97870,97.87,0.040870542556452436
WAKEFIELD,2025,5,3,97870,97.87,0.030652906917339327
WAKEFIELD,2025,6,1,97870,97.87,0.010217635639113109
WAKEFIELD,2025,9,2,97870,97.87,0.020435271278226218
WAKEFIELD,2025,10,1,97870,97.87,0.010217635639113109
WAKEFIELD,2025,11,1,97870,97.87,0.010217635639113109
WALSALL,2024,1,12,70775,70.775,0.1695513952666902
WALSALL,2024,2,10,70775,70.775,0.1412928293889085
WALSALL,2024,3,8,70775,70.775,0.1130342635111268
WALSALL,2024,4,14,70775,70.775,0.1978099611444719
WALSALL,2024,5,16,70775,70.775,0.2260685270222536
WALSALL,2024,6,15,70775,70.775,0.21193924408336276
WALSALL,2024,7,9,70775,70.775,0.12716354645001765
WALSALL,2024,8,10,70775,70.775,0.1412928293889085
WALSALL,2024,9,7,70775,70.775,0.09890498057223596
WALSALL,2024,10,18,70775,70.775,0.2543270929000353
WALSALL,2024,11,11,70775,70.775,0.15542211232779934
WALSALL,2024,12,10,70775,70.775,0.1412928293889085
WALSALL,2025,1,14,70775,70.775,0.1978099611444719
WALSALL,2025,2,11,70775,70.775,0.15542211232779934
WALSALL,2025,3,10,70775,70.775,0.1412928293889085
WALSALL,2025,4,9,70775,70.775,0.12716354645001765
WALSALL,2025,5,9,70775,70.775,0.12716354645001765
WALSALL,2025,6,4,70775,70.775,0.0565171317555634
WALSALL,2025,7,6,70775,70.775,0.0847756976333451
WALSALL,2025,8,5,70775,70.775,0.07064641469445425
WALSALL,2025,9,4,70775,70.775,0.0565171317555634
WALSALL,2025,10,4,70775,70.775,0.0565171317555634
WALSALL,2025,11,6,70775,70.775,0.0847756976333451
WALSALL,2025,12,3,70775,70.775,0.04238784881667255
WARRINGTON,2024,6,1,174970,174.97,0.005715265474081271
WARWICK,2024,1,4,36680,36.68,0.10905125408942203
WARWICK,2024,2,2,36680,36.68,0.05452562704471101
WARWICK,2024,4,1,36680,36.68,0.027262813522355506
WARWICK,2024,5,2,36680,36.68,0.05452562704471101
WARWICK,2024,6,2,36680,36.68,0.05452562704471101
WARWICK,2024,8,1,36680,36.68,0.027262813522355506
WARWICK,2024,9,1,36680,36.68,0.027262813522355506
WARWICK,2024,10,1,36680,36.68,0.027262813522355506
WARWICK,2024,11,1,36680,36.68,0.027262813522355506
WARWICK,2024,12,1,36680,36.68,0.027262813522355506
WARWICK,2025,3,1,36680,36.68,0.027262813522355506
WARWICK,2025,5,1,36680,36.68,0.027262813522355506
WARWICK,2025,6,1,36680,36.68,0.027262813522355506
WARWICK,2025,10,1,36680,36.68,0.027262813522355506
WATFORD,2024,1,11,103031,103.031,0.10676398365540468
WATFORD,2024,2,26,103031,103.031,0.25235123409459287
WATFORD,2024,3,17,103031,103.031,0.16499888383107997
WATFORD,2024,4,30,103031,103.031,0.2911745008783764
WATFORD,2024,5,18,103031,103.031,0.17470470052702583
WATFORD,2024,6,16,103031,103.031,0.15529306713513408
WATFORD,2024,7,19,103031,103.031,0.18441051722297172
WATFORD,2024,8,12,103031,103.031,0.11646980035135056
WATFORD,2024,9,15,103031,103.031,0.1455872504391882
WATFORD,2024,10,14,103031,103.031,0.13588143374324232
WATFORD,2024,11,20,103031,103.031,0.19411633391891758
WATFORD,2024,12,20,103031,103.031,0.19411633391891758
WATFORD,2025,1,15,103031,103.031,0.1455872504391882
WATFORD,2025,2,19,103031,103.031,0.18441051722297172
WATFORD,2025,3,15,103031,103.031,0.1455872504391882
WATFORD,2025,4,18,103031,103.031,0.17470470052702583
WATFORD,2025,5,17,103031,103.031,0.16499888383107997
WATFORD,2025,6,17,103031,103.031,0.16499888383107997
WATFORD,2025,7,9,103031,103.031,0.08735235026351292
WATFORD,2025,8,7,103031,103.031,0.06794071687162116
WATFORD,2025,9,14,103031,103.031,0.13588143374324232
WATFORD,2025,10,16,103031,103.031,0.15529306713513408
WATFORD,2025,11,25,103031,103.031,0.242645417398647
WATFORD,2025,12,26,103031,103.031,0.25235123409459287
WELWYN GARDEN CITY,2025,11,1,51505,51.505,0.019415590719347633
WESTCLIFF-ON-SEA,2024,1,25,182305,182.305,0.1371328268560928
WESTCLIFF-ON-SEA,2024,2,26,182305,182.305,0.1426181399303365
WESTCLIFF-ON-SEA,2024,3,18,182305,182.305,0.09873563533638682
WESTCLIFF-ON-SEA,2024,4,20,182305,182.305,0.10970626148487425
WESTCLIFF-ON-SEA,2024,5,17,182305,182.305,0.09325032226214311
WESTCLIFF-ON-SEA,2024,6,15,182305,182.305,0.08227969611365568
WESTCLIFF-ON-SEA,2024,7,22,182305,182.305,0.12067688763336167
