City,YEAR,MONTH,Prescription_Qty,Population,Population_Thousands,Presc_per_thous
WESTCLIFF-ON-SEA,2024,8,11,182305,182.305,0.06033844381668083
WESTCLIFF-ON-SEA,2024,9,19,182305,182.305,0.10422094841063054
WESTCLIFF-ON-SEA,2024,10,18,182305,182.305,0.09873563533638682
WESTCLIFF-ON-SEA,2024,11,16,182305,182.305,0.0877650091878994
WESTCLIFF-ON-SEA,2024,12,24,182305,182.305,0.1316475137818491
WESTCLIFF-ON-SEA,2025,1,19,182305,182.305,0.10422094841063054
WESTCLIFF-ON-SEA,2025,2,14,182305,182.305,0.07679438303941197
WESTCLIFF-ON-SEA,2025,3,16,182305,182.305,0.0877650091878994
WESTCLIFF-ON-SEA,2025,4,15,182305,182.305,0.08227969611365568
WESTCLIFF-ON-SEA,2025,5,8,182305,182.305,0.0438825045939497
WESTCLIFF-ON-SEA,2025,6,12,182305,182.305,0.06582375689092455
WESTCLIFF-ON-SEA,2025,7,11,182305,182.305,0.06033844381668083
WESTCLIFF-ON-SEA,2025,8,19,182305,182.305,0.10422094841063054
WESTCLIFF-ON-SEA,2025,9,14,182305,182.305,0.07679438303941197
WESTCLIFF-ON-SEA,2025,10,14,182305,182.305,0.07679438303941197
WESTCLIFF-ON-SEA,2025,11,26,182305,182.305,0.1426181399303365
WESTCLIFF-ON-SEA,2025,12,22,182305,182.305,0.12067688763336167
WESTON-SUPER-MARE,2024,1,8,84605,84.605,0.09455705927545653
WESTON-SUPER-MARE,2024,2,6,84605,84.605,0.0709177944565924
WESTON-SUPER-MARE,2024,3,6,84605,84.605,0.0709177944565924
WESTON-SUPER-MARE,2024,4,8,84605,84.605,0.09455705927545653
WESTON-SUPER-MARE,2024,5,4,84605,84.605,0.047278529637728266
WESTON-SUPER-MARE,2024,6,6,84605,84.605,0.0709177944565924
WESTON-SUPER-MARE,2024,7,3,84605,84.605,0.0354588972282962
WESTON-SUPER-MARE,2024,8,3,84605,84.605,0.0354588972282962
WESTON-SUPER-MARE,2024,9,2,84605,84.605,0.023639264818864133
WESTON-SUPER-MARE,2024,10,4,84605,84.605,0.047278529637728266
WESTON-SUPER-MARE,2024,11,2,84605,84.605,0.023639264818864133
WESTON-SUPER-MARE,2024,12,3,84605,84.605,0.0354588972282962
WESTON-SUPER-MARE,2025,1,4,84605,84.605,0.047278529637728266
WESTON-SUPER-MARE,2025,2,5,84605,84.605,0.059098162047160334
WESTON-SUPER-MARE,2025,3,2,84605,84.605,0.023639264818864133
WESTON-SUPER-MARE,2025,4,3,84605,84.605,0.0354588972282962
WESTON-SUPER-MARE,2025,5,4,84605,84.605,0.047278529637728266
WESTON-SUPER-MARE,2025,6,1,84605,84.605,0.011819632409432066
WESTON-SUPER-MARE,2025,7,1,84605,84.605,0.011819632409432066
WICKFORD,2024,2,1,27535,27.535,0.03631741420010895
WICKFORD,2024,3,1,27535,27.535,0.03631741420010895
WICKFORD,2024,5,2,27535,27.535,0.0726348284002179
WICKFORD,2024,7,1,27535,27.535,0.03631741420010895
WICKFORD,2024,8,2,27535,27.535,0.0726348284002179
WICKFORD,2024,12,1,27535,27.535,0.03631741420010895
WICKFORD,2025,2,1,27535,27.535,0.03631741420010895
WICKFORD,2025,4,1,27535,27.535,0.03631741420010895
WICKFORD,2025,6,1,27535,27.535,0.03631741420010895
WICKFORD,2025,7,1,27535,27.535,0.03631741420010895
WICKFORD,2025,9,1,27535,27.535,0.03631741420010895
WICKFORD,2025,10,2,27535,27.535,0.0726348284002179
WIGAN,2024,1,34,81580,81.58,0.41676881588624665
WIGAN,2024,2,34,81580,81.58,0.41676881588624665
WIGAN,2024,3,37,81580,81.58,0.4535425349350331
WIGAN,2024,4,15,81580,81.58,0.18386859524393234
WIGAN,2024,5,20,81580,81.58,0.24515812699190978
WIGAN,2024,6,19,81580,81.58,0.2329002206423143
WIGAN,2024,7,25,81580,81.58,0.3064476587398872
WIGAN,2024,8,14,81580,81.58,0.17161068889433684
WIGAN,2024,9,29,81580,81.58,0.3554792841382692
WIGAN,2024,10,24,81580,81.58,0.29418975239029177
WIGAN,2024,11,32,81580,81.58,0.39225300318705564
WIGAN,2024,12,37,81580,81.58,0.4535425349350331
WIGAN,2025,1,16,81580,81.58,0.19612650159352782
WIGAN,2025,2,14,81580,81.58,0.17161068889433684
WIGAN,2025,3,18,81580,81.58,0.2206423142927188
WIGAN,2025,4,12,81580,81.58,0.14709487619514588
WIGAN,2025,5,17,81580,81.58,0.20838440794312332
WIGAN,2025,6,11,81580,81.58,0.13483696984555038
WIGAN,2025,7,10,81580,81.58,0.12257906349595489
WIGAN,2025,8,9,81580,81.58,0.1103211571463594
WIGAN,2025,9,13,81580,81.58,0.15935278254474136
WIGAN,2025,10,18,81580,81.58,0.2206423142927188
WIGAN,2025,11,14,81580,81.58,0.17161068889433684
WIGAN,2025,12,18,81580,81.58,0.2206423142927188
WIRRAL,2024,1,4,322453,322.453,0.012404908622341861
WIRRAL,2024,2,4,322453,322.453,0.012404908622341861
WIRRAL,2024,3,2,322453,322.453,0.006202454311170931
WIRRAL,2024,5,3,322453,322.453,0.009303681466756397
WIRRAL,2024,7,2,322453,322.453,0.006202454311170931
WIRRAL,2024,8,3,322453,322.453,0.009303681466756397
WIRRAL,2024,9,1,322453,322.453,0.0031012271555854653
WIRRAL,2024,10,3,322453,322.453,0.009303681466756397
WIRRAL,2024,11,11,322453,322.453,0.03411349871144012
WIRRAL,2024,12,4,322453,322.453,0.012404908622341861
WIRRAL,2025,1,5,322453,322.453,0.015506135777927327
WIRRAL,2025,2,3,322453,322.453,0.009303681466756397
WIRRAL,2025,3,6,322453,322.453,0.018607362933512794
WIRRAL,2025,4,9,322453,322.453,0.02791104440026919
WIRRAL,2025,5,7,322453,322.453,0.021708590089098256
WIRRAL,2025,6,9,322453,322.453,0.02791104440026919
WIRRAL,2025,7,7,322453,322.453,0.021708590089098256
WIRRAL,2025,8,6,322453,322.453,0.018607362933512794
WIRRAL,2025,9,2,322453,322.453,0.006202454311170931
WIRRAL,2025,10,8,322453,322.453,0.024809817244683723
WIRRAL,2025,11,4,322453,322.453,0.012404908622341861
WIRRAL,2025,12,4,322453,322.453,0.012404908622341861
WOLVERHAMPTON,2024,1,8,234025,234.025,0.034184382010468965
WOLVERHAMPTON,2024,2,5,234025,234.025,0.021365238756543104
WOLVERHAMPTON,2024,3,4,234025,234.025,0.017092191005234483
WOLVERHAMPTON,2024,4,6,234025,234.025,0.025638286507851726
WOLVERHAMPTON,2024,5,8,234025,234.025,0.034184382010468965
WOLVERHAMPTON,2024,6,4,234025,234.025,0.017092191005234483
WOLVERHAMPTON,2024,7,4,234025,234.025,0.017092191005234483
WOLVERHAMPTON,2024,8,6,234025,234.025,0.025638286507851726
WOLVERHAMPTON,2024,9,4,234025,234.025,0.017092191005234483
WOLVERHAMPTON,2024,10,7,234025,234.025,0.029911334259160344
WOLVERHAMPTON,2024,11,10,234025,234.025,0.04273047751308621
WOLVERHAMPTON,2024,12,8,234025,234.025,0.034184382010468965
WOLVERHAMPTON,2025,1,5,234025,234.025,0.021365238756543104
WOLVERHAMPTON,2025,2,4,234025,234.025,0.017092191005234483
WOLVERHAMPTON,2025,3,4,234025,234.025,0.017092191005234483
WOLVERHAMPTON,2025,4,4,234025,234.025,0.017092191005234483
WOLVERHAMPTON,2025,5,2,234025,234.025,0.008546095502617241
WOLVERHAMPTON,2025,6,3,234025,234.025,0.012819143253925863
WOLVERHAMPTON,2025,7,5,234025,234.025,0.021365238756543104
WOLVERHAMPTON,2025,8,4,234025,234.025,0.017092191005234483
WOLVERHAMPTON,2025,9,5,234025,234.025,0.021365238756543104
WOLVERHAMPTON,2025,10,5,234025,234.025,0.021365238756543104
WOLVERHAMPTON,2025,11,4,234025,234.025,0.017092191005234483
WOLVERHAMPTON,2025,12,6,234025,234.025,0.025638286507851726
WORCESTER,2024,1,14,105465,105.465,0.13274546057933911
WORCESTER,2024,2,6,105465,105.465,0.05689091167685962
WORCESTER,2024,3,8,105465,105.465,0.07585454890247949
WORCESTER,2024,4,7,105465,105.465,0.06637273028966956
WORCESTER,2024,5,13,105465,105.465,0.12326364196652917
WORCESTER,2024,6,12,105465,105.465,0.11378182335371924
WORCESTER,2024,7,6,105465,105.465,0.05689091167685962
WORCESTER,2024,8,6,105465,105.465,0.05689091167685962
WORCESTER,2024,9,5,105465,105.465,0.04740909306404968
WORCESTER,2024,10,9,105465,105.465,0.08533636751528943
WORCESTER,2024,11,5,105465,105.465,0.04740909306404968
WORCESTER,2024,12,13,105465,105.465,0.12326364196652917
WORCESTER,2025,1,5,105465,105.465,0.04740909306404968
WORCESTER,2025,2,6,105465,105.465,0.05689091167685962
WORCESTER,2025,3,5,105465,105.465,0.04740909306404968
WORCESTER,2025,4,5,105465,105.465,0.04740909306404968
WORCESTER,2025,5,3,105465,105.465,0.02844545583842981
WORCESTER,2025,6,3,105465,105.465,0.02844545583842981
WORCESTER,2025,7,6,105465,105.465,0.05689091167685962
WORCESTER,2025,8,4,105465,105.465,0.037927274451239744
WORCESTER,2025,9,9,105465,105.465,0.08533636751528943
WORCESTER,2025,10,7,105465,105.465,0.06637273028966956
WORCESTER,2025,11,8,105465,105.465,0.07585454890247949
WORCESTER,2025,12,6,105465,105.465,0.05689091167685962
WORTHING,2024,1,44,111620,111.62,0.39419458878337216
WORTHING,2024,2,25,111620,111.62,0.22397419817237052
WORTHING,2024,3,37,111620,111.62,0.3314818132951084
WORTHING,2024,4,37,111620,111.62,0.3314818132951084
WORTHING,2024,5,33,111620,111.62,0.2956459415875291
WORTHING,2024,6,32,111620,111.62,0.2866869736606343
WORTHING,2024,7,24,111620,111.62,0.21501523024547572
WORTHING,2024,8,16,111620,111.62,0.14334348683031714
WORTHING,2024,9,32,111620,111.62,0.2866869736606343
WORTHING,2024,10,14,111620,111.62,0.1254255509765275
WORTHING,2024,11,30,111620,111.62,0.26876903780684464
WORTHING,2024,12,32,111620,111.62,0.2866869736606343
WORTHING,2025,1,23,111620,111.62,0.2060562623185809
WORTHING,2025,2,29,111620,111.62,0.2598100698799498
WORTHING,2025,3,26,111620,111.62,0.23293316609926534
WORTHING,2025,4,24,111620,111.62,0.21501523024547572
WORTHING,2025,5,18,111620,111.62,0.1612614226841068
WORTHING,2025,6,22,111620,111.62,0.19709729439168608
WORTHING,2025,7,22,111620,111.62,0.19709729439168608
WORTHING,2025,8,22,111620,111.62,0.19709729439168608
WORTHING,2025,9,38,111620,111.62,0.3404407812220032
WORTHING,2025,10,33,111620,111.62,0.2956459415875291
WORTHING,2025,11,34,111620,111.62,0.3046049095144239
WORTHING,2025,12,36,111620,111.62,0.3225228453682136
YORK,2024,1,20,141685,141.685,0.1411582030560751
YORK,2024,2,20,141685,141.685,0.1411582030560751
YORK,2024,3,22,141685,141.685,0.1552740233616826
YORK,2024,4,16,141685,141.685,0.11292656244486007
YORK,2024,5,22,141685,141.685,0.1552740233616826
YORK,2024,6,27,141685,141.685,0.19056357412570138
YORK,2024,7,13,141685,141.685,0.0917528319864488
YORK,2024,8,17,141685,141.685,0.11998447259766383
YORK,2024,9,19,141685,141.685,0.13410029290327133
YORK,2024,10,18,141685,141.685,0.1270423827504676
YORK,2024,11,18,141685,141.685,0.1270423827504676
YORK,2024,12,24,141685,141.685,0.16938984366729012
YORK,2025,1,17,141685,141.685,0.11998447259766383
YORK,2025,2,10,141685,141.685,0.07057910152803755
YORK,2025,3,15,141685,141.685,0.10586865229205632
YORK,2025,4,7,141685,141.685,0.04940537106962628
YORK,2025,5,14,141685,141.685,0.09881074213925256
YORK,2025,6,9,141685,141.685,0.0635211913752338
YORK,2025,7,20,141685,141.685,0.1411582030560751
YORK,2025,8,8,141685,141.685,0.05646328122243004
YORK,2025,9,18,141685,141.685,0.1270423827504676
YORK,2025,10,25,141685,141.685,0.17644775382009387
YORK,2025,11,20,141685,141.685,0.1411582030560751
YORK,2025,12,11,141685,141.685,0.0776370116808413
