City,YEAR,MONTH,Air Pollutant #1,Prescription_Qty,Population,Population_Thousands,Presc_per_thous,Presc_per_Poll
STOKE-ON-TRENT,2024,3,21.0,49,260560,260.56,0.1880564937058643,0.00895507112885068
STOKE-ON-TRENT,2024,4,16.0,41,260560,260.56,0.15735339269266196,0.009834587043291373
STOKE-ON-TRENT,2024,5,20.0,31,260560,260.56,0.11897451642615904,0.005948725821307952
STOKE-ON-TRENT,2024,6,16.0,31,260560,260.56,0.11897451642615904,0.00743590727663494
STOKE-ON-TRENT,2024,7,16.0,22,260560,260.56,0.08443352778630642,0.005277095486644151
STOKE-ON-TRENT,2024,8,12.0,19,260560,260.56,0.07291986490635555,0.006076655408862962
STOKE-ON-TRENT,2024,9,12.0,26,260560,260.56,0.09978507829290759,0.008315423191075632
STOKE-ON-TRENT,2024,10,15.0,39,260560,260.56,0.14967761743936137,0.009978507829290757
WARRINGTON,2024,6,13.0,1,174970,174.97,0.005715265474081271,0.0004396358056985593
YORK,2024,1,12.0,20,141685,141.685,0.1411582030560751,0.011763183588006258
YORK,2024,2,14.5,20,141685,141.685,0.1411582030560751,0.00973504848662587
YORK,2024,3,17.5,22,141685,141.685,0.1552740233616826,0.008872801334953292
YORK,2024,4,14.0,16,141685,141.685,0.11292656244486007,0.00806618303177572
YORK,2024,5,15.5,22,141685,141.685,0.1552740233616826,0.01001767892656017
YORK,2024,6,11.0,27,141685,141.685,0.19056357412570138,0.01732396128415467
YORK,2024,7,10.5,13,141685,141.685,0.0917528319864488,0.008738364951090363
YORK,2024,8,8.5,17,141685,141.685,0.11998447259766383,0.01411582030560751
YORK,2024,9,9.5,19,141685,141.685,0.13410029290327133,0.014115820305607507
YORK,2024,10,11.0,18,141685,141.685,0.1270423827504676,0.01154930752276978
YORK,2024,11,15.0,18,141685,141.685,0.1270423827504676,0.008469492183364506
YORK,2024,12,11.0,24,141685,141.685,0.16938984366729012,0.015399076697026375
YORK,2025,1,12.0,17,141685,141.685,0.11998447259766383,0.00999870604980532
YORK,2025,2,18.0,10,141685,141.685,0.07057910152803755,0.003921061196002086
YORK,2025,3,10.0,15,141685,141.685,0.10586865229205632,0.010586865229205631
YORK,2025,4,18.0,7,141685,141.685,0.04940537106962628,0.00274474283720146
YORK,2025,5,9.0,14,141685,141.685,0.09881074213925256,0.01097897134880584
YORK,2025,6,8.0,9,141685,141.685,0.0635211913752338,0.007940148921904224
YORK,2025,7,9.0,20,141685,141.685,0.1411582030560751,0.015684244784008344
YORK,2025,8,11.0,8,141685,141.685,0.05646328122243004,0.005133025565675458
YORK,2025,9,8.0,18,141685,141.685,0.1270423827504676,0.01588029784380845
YORK,2025,10,8.0,25,141685,141.685,0.17644775382009387,0.022055969227511733
YORK,2025,11,11.0,20,141685,141.685,0.1411582030560751,0.012832563914188645
YORK,2025,12,10.0,11,141685,141.685,0.0776370116808413,0.00776370116808413
