City,YEAR,MONTH,Air Pollutant #2,Prescription_Qty,Population,Population_Thousands,Presc_per_thous,Presc_per_Poll
WIRRAL,2025,3,5.0,6,322453,322.453,0.018607362933512794,0.003721472586702559
WIRRAL,2025,4,13.0,9,322453,322.453,0.02791104440026919,0.0021470034154053223
WIRRAL,2025,5,4.0,7,322453,322.453,0.021708590089098256,0.005427147522274564
WIRRAL,2025,6,3.0,9,322453,322.453,0.02791104440026919,0.009303681466756397
WIRRAL,2025,7,3.0,7,322453,322.453,0.021708590089098256,0.007236196696366086
WIRRAL,2025,8,4.0,6,322453,322.453,0.018607362933512794,0.004651840733378198
YORK,2024,1,8.0,20,141685,141.685,0.1411582030560751,0.017644775382009387
YORK,2024,2,8.0,20,141685,141.685,0.1411582030560751,0.017644775382009387
YORK,2024,3,10.5,22,141685,141.685,0.1552740233616826,0.014788002224922154
YORK,2024,4,8.5,16,141685,141.685,0.11292656244486007,0.01328547793468942
YORK,2024,5,9.0,22,141685,141.685,0.1552740233616826,0.01725266926240918
YORK,2024,6,6.0,27,141685,141.685,0.19056357412570138,0.0317605956876169
YORK,2024,7,5.0,13,141685,141.685,0.0917528319864488,0.018350566397289762
YORK,2024,8,5.0,17,141685,141.685,0.11998447259766383,0.023996894519532765
YORK,2024,9,5.0,19,141685,141.685,0.13410029290327133,0.026820058580654265
YORK,2024,10,5.5,18,141685,141.685,0.1270423827504676,0.02309861504553956
YORK,2024,11,12.0,18,141685,141.685,0.1270423827504676,0.010586865229205633
YORK,2024,12,8.0,24,141685,141.685,0.16938984366729012,0.021173730458411266
YORK,2025,1,8.0,17,141685,141.685,0.11998447259766383,0.014998059074707979
YORK,2025,2,13.0,10,141685,141.685,0.07057910152803755,0.005429161656002888
YORK,2025,3,6.0,15,141685,141.685,0.10586865229205632,0.017644775382009387
YORK,2025,4,13.0,7,141685,141.685,0.04940537106962628,0.0038004131592020217
YORK,2025,5,6.0,14,141685,141.685,0.09881074213925256,0.01646845702320876
YORK,2025,6,6.0,9,141685,141.685,0.0635211913752338,0.010586865229205633
YORK,2025,7,6.0,20,141685,141.685,0.1411582030560751,0.023526367176012516
YORK,2025,8,8.0,8,141685,141.685,0.05646328122243004,0.007057910152803755
YORK,2025,9,5.0,18,141685,141.685,0.1270423827504676,0.02540847655009352
YORK,2025,10,6.0,25,141685,141.685,0.17644775382009387,0.029407958970015646
YORK,2025,11,9.0,20,141685,141.685,0.1411582030560751,0.015684244784008344
YORK,2025,12,8.0,11,141685,141.685,0.0776370116808413,0.009704626460105163
